TF,Gene,Input
Rv0678,Rv0218,1
Rv0678,Rv0219,1
Rv0678,Rv0220,1
Rv0678,Rv0244c,1
Rv0678,Rv0245,1
Rv0678,Rv0247c,1
Rv0678,Rv0248c,1
Rv0678,Rv0249c,1
Rv0678,Rv0268c,1
Rv0678,Rv0293c,1
Rv0678,Rv0294,1
Rv0678,Rv0320,1
Rv0678,Rv0321,1
Rv0678,Rv0337c,1
Rv0678,Rv0338c,1
Rv0678,Rv0344c,1
Rv0678,Rv0345,1
Rv0678,Rv0347,1
Rv0678,Rv0348,1
Rv0678,Rv0349,1
Rv0678,Rv0354c,1
Rv0678,Rv0379,1
Rv0678,Rv0384c,1
Rv0678,Rv0385,1
Rv0678,Rv0388c,1
Rv0678,Rv0389,1
Rv0678,Rv0390,1
Rv0678,Rv0391,1
Rv0678,Rv0392c,1
Rv0678,Rv0410c,1
Rv0678,Rv0411c,1
Rv0678,Rv0412c,1
Rv0678,Rv0413,1
Rv0678,Rv0446c,1
Rv0678,Rv0447c,1
Rv0678,Rv0448c,1
Rv0678,Rv0449c,1
Rv0678,Rv0450c,1
Rv0678,Rv0451c,1
Rv0678,Rv0452,1
Rv0678,Rv0467,1
Rv0678,Rv0468,1
Rv0678,Rv0475,1
Rv0678,Rv0476,1
Rv0678,Rv0477,1
Rv0678,Rv0478,1
Rv0678,Rv0485,1
Rv0678,Rv0489,1
Rv0678,Rv0492c,1
Rv0678,Rv0493c,1
Rv0678,Rv0500B,1
Rv0678,Rv0503c,1
Rv0678,Rv0504c,1
Rv0678,Rv0505c,1
Rv0678,Rv0506,1
Rv0678,Rv0507,1
Rv0678,Rv0508,1
Rv0678,Rv0516c,1
Rv0678,Rv0517,1
Rv0678,Rv0520,1
Rv0678,Rv0521,1
Rv0678,Rv0563,1
Rv0678,Rv0578c,1
Rv0678,Rv0579,1
Rv0678,Rv0586,1
Rv0678,Rv0587,1
Rv0678,Rv0588,1
Rv0678,Rv0589,1
Rv0678,Rv0590,1
Rv0678,Rv0590A,1
Rv0678,Rv0591,1
Rv0678,Rv0592,1
Rv0678,Rv0593,1
Rv0678,Rv0594,1
Rv0678,Rv0598c,1
Rv0678,Rv0599c,1
Rv0678,Rv0622,1
Rv0678,Rv0638,1
Rv0678,Rv0639,1
Rv0678,Rv0651,1
Rv0678,Rv0652,1
Rv0678,Rv0653c,1
Rv0678,Rv0654,1
Rv0678,Rv0655,1
Rv0678,Rv0676c,1
Rv0678,Rv0677c,1
Rv0678,Rv0678,1
Rv0678,Rv0682,1
Rv0678,Rv0683,1
Rv0678,Rv0685,1
Rv0678,Rv0692,1
Rv0678,Rv0693,1
Rv0678,Rv0694,1
Rv0678,Rv0705,1
Rv0678,Rv0706,1
Rv0678,Rv0707,1
Rv0678,Rv0708,1
Rv0678,Rv0709,1
Rv0678,Rv0710,1
Rv0678,Rv0714,1
Rv0678,Rv0715,1
Rv0678,Rv0716,1
Rv0678,Rv0717,1
Rv0678,Rv0718,1
Rv0678,Rv0719,1
Rv0678,Rv0720,1
Rv0678,Rv0721,1
Rv0678,Rv0722,1
Rv0678,Rv0723,1
Rv0678,Rv0724,1
Rv0678,Rv0726c,1
Rv0678,Rv0741,1
Rv0678,Rv0748,1
Rv0678,Rv0749,1
Rv0678,Rv0757,1
Rv0678,Rv0786c,1
Rv0678,Rv0787,1
Rv0678,Rv0805,1
Rv0678,Rv0813c,1
Rv0678,Rv0821c,1
Rv0678,Rv0825c,1
Rv0678,Rv0826,1
Rv0678,Rv0839,1
Rv0678,Rv0848,1
Rv0678,Rv0849,1
Rv0678,Rv0850,1
Rv0678,Rv0890c,1
Rv0678,Rv0891c,1
Rv0678,Rv0892,1
Rv0678,Rv0928,1
Rv0678,Rv0929,1
Rv0678,Rv0930,1
Rv0678,Rv0950c,1
Rv0678,Rv0956,1
Rv0678,Rv0957,1
Rv0678,Rv0963c,1
Rv0678,Rv0983,1
Rv0678,Rv0984,1
Rv0678,Rv0985c,1
Rv0678,Rv0994,1
Rv0678,Rv1005c,1
Rv0678,Rv1006,1
Rv0678,Rv1009,1
Rv0678,Rv1010,1
Rv0678,Rv1013,1
Rv0678,Rv1032c,1
Rv0678,Rv1033c,1
Rv0678,Rv1034c,1
Rv0678,Rv1039c,1
Rv0678,Rv1052,1
Rv0678,Rv1082,1
Rv0678,Rv1083,1
Rv0678,Rv1084,1
Rv0678,Rv1116,1
Rv0678,Rv1128c,1
Rv0678,Rv1129c,1
Rv0678,Rv1130,1
Rv0678,Rv1131,1
Rv0678,Rv1132,1
Rv0678,Rv1148c,1
Rv0678,Rv1180,1
Rv0678,Rv1184c,1
Rv0678,Rv1198,1
Rv0678,Rv1215c,1
Rv0678,Rv1216c,1
Rv0678,Rv1217c,1
Rv0678,Rv1218c,1
Rv0678,Rv1219c,1
Rv0678,Rv1229c,1
Rv0678,Rv1230c,1
Rv0678,Rv1268c,1
Rv0678,Rv1331,1
Rv0678,Rv1332,1
Rv0678,Rv1333,1
Rv0678,Rv1334,1
Rv0678,Rv1335,1
Rv0678,Rv1336,1
Rv0678,Rv1337,1
Rv0678,Rv1338,1
Rv0678,Rv1339,1
Rv0678,Rv1340,1
Rv0678,Rv1341,1
Rv0678,Rv1352,1
Rv0678,Rv1362c,1
Rv0678,Rv1363c,1
Rv0678,Rv1367c,1
Rv0678,Rv1368,1
Rv0678,Rv1374c,1
Rv0678,Rv1375,1
Rv0678,Rv1376,1
Rv0678,Rv1439c,1
Rv0678,Rv1455,1
Rv0678,Rv1460,1
Rv0678,Rv1461,1
Rv0678,Rv1462,1
Rv0678,Rv1463,1
Rv0678,Rv1464,1
Rv0678,Rv1465,1
Rv0678,Rv1466,1
Rv0678,Rv1474c,1
Rv0678,Rv1475c,1
Rv0678,Rv1497,1
Rv0678,Rv1503c,1
Rv0678,Rv1504c,1
Rv0678,Rv1507A,1
Rv0678,Rv1509,1
Rv0678,Rv1521,1
Rv0678,Rv1533,1
Rv0678,Rv1534,1
Rv0678,Rv1562c,1
Rv0678,Rv1563c,1
Rv0678,Rv1564c,1
Rv0678,Rv1565c,1
Rv0678,Rv1572c,1
Rv0678,Rv1573,1
Rv0678,Rv1579c,1
Rv0678,Rv1580c,1
Rv0678,Rv1581c,1
Rv0678,Rv1585c,1
Rv0678,Rv1586c,1
Rv0678,Rv1587c,1
Rv0678,Rv1588c,1
Rv0678,Rv1646,1
Rv0678,Rv1652,1
Rv0678,Rv1653,1
Rv0678,Rv1654,1
Rv0678,Rv1655,1
Rv0678,Rv1656,1
Rv0678,Rv1657,1
Rv0678,Rv1658,1
Rv0678,Rv1666c,1
Rv0678,Rv1667c,1
Rv0678,Rv1668c,1
Rv0678,Rv1669,1
Rv0678,Rv1670,1
Rv0678,Rv1671,1
Rv0678,Rv1685c,1
Rv0678,Rv1686c,1
Rv0678,Rv1739c,1
Rv0678,Rv1740,1
Rv0678,Rv1741,1
Rv0678,Rv1742,1
Rv0678,Rv1753c,1
Rv0678,Rv1758,1
Rv0678,Rv1760,1
Rv0678,Rv1773c,1
Rv0678,Rv1774,1
Rv0678,Rv1775,1
Rv0678,Rv1786,1
Rv0678,Rv1788,1
Rv0678,Rv1789,1
Rv0678,Rv1793,1
Rv0678,Rv1804c,1
Rv0678,Rv1808,1
Rv0678,Rv1837c,1
Rv0678,Rv1841c,1
Rv0678,Rv1842c,1
Rv0678,Rv1861,1
Rv0678,Rv1874,1
Rv0678,Rv1875,1
Rv0678,Rv1880c,1
Rv0678,Rv1882c,1
Rv0678,Rv1883c,1
Rv0678,Rv1884c,1
Rv0678,Rv1885c,1
Rv0678,Rv1886c,1
Rv0678,Rv1895,1
Rv0678,Rv1929c,1
Rv0678,Rv1930c,1
Rv0678,Rv1931c,1
Rv0678,Rv1942c,1
Rv0678,Rv1943c,1
Rv0678,Rv1944c,1
Rv0678,Rv1945,1
Rv0678,Rv1948c,1
Rv0678,Rv1949c,1
Rv0678,Rv1950c,1
Rv0678,Rv1951c,1
Rv0678,Rv1964,1
Rv0678,Rv1965,1
Rv0678,Rv1966,1
Rv0678,Rv1967,1
Rv0678,Rv1968,1
Rv0678,Rv1969,1
Rv0678,Rv1970,1
Rv0678,Rv1971,1
Rv0678,Rv1972,1
Rv0678,Rv1973,1
Rv0678,Rv1974,1
Rv0678,Rv1975,1
Rv0678,Rv1977,1
Rv0678,Rv1978,1
Rv0678,Rv1981c,1
Rv0678,Rv1983,1
Rv0678,Rv1985c,1
Rv0678,Rv1986,1
Rv0678,Rv1987,1
Rv0678,Rv2004c,1
Rv0678,Rv2005c,1
Rv0678,Rv2006,1
Rv0678,Rv2047c,1
Rv0678,Rv2048c,1
Rv0678,Rv2055c,1
Rv0678,Rv2056c,1
Rv0678,Rv2057c,1
Rv0678,Rv2058c,1
Rv0678,Rv2059,1
Rv0678,Rv2060,1
Rv0678,Rv2081c,1
Rv0678,Rv2082,1
Rv0678,Rv2083,1
Rv0678,Rv2084,1
Rv0678,Rv2116,1
Rv0678,Rv2117,1
Rv0678,Rv2145c,1
Rv0678,Rv2172c,1
Rv0678,Rv2173,1
Rv0678,Rv2174,1
Rv0678,Rv2194,1
Rv0678,Rv2195,1
Rv0678,Rv2196,1
Rv0678,Rv2256c,1
Rv0678,Rv2267c,1
Rv0678,Rv2268c,1
Rv0678,Rv2269c,1
Rv0678,Rv2270,1
Rv0678,Rv2271,1
Rv0678,Rv2272,1
Rv0678,Rv2273,1
Rv0678,Rv2291,1
Rv0678,Rv2292c,1
Rv0678,Rv2293c,1
Rv0678,Rv2307B,1
Rv0678,Rv2319c,1
Rv0678,Rv2320c,1
Rv0678,Rv2321c,1
Rv0678,Rv2322c,1
Rv0678,Rv2323c,1
Rv0678,Rv2328,1
Rv0678,Rv2330c,1
Rv0678,Rv2331,1
Rv0678,Rv2331A,1
Rv0678,Rv2332,1
Rv0678,Rv2336,1
Rv0678,Rv2352c,1
Rv0678,Rv2353c,1
Rv0678,Rv2354,1
Rv0678,Rv2355,1
Rv0678,Rv2364c,1
Rv0678,Rv2372c,1
Rv0678,Rv2373c,1
Rv0678,Rv2381c,1
Rv0678,Rv2382c,1
Rv0678,Rv2383c,1
Rv0678,Rv2384,1
Rv0678,Rv2387,1
Rv0678,Rv2403c,1
Rv0678,Rv2404c,1
Rv0678,Rv2405,1
Rv0678,Rv2439c,1
Rv0678,Rv2440c,1
Rv0678,Rv2460c,1
Rv0678,Rv2461c,1
Rv0678,Rv2470,1
Rv0678,Rv2471,1
Rv0678,Rv2491,1
Rv0678,Rv2492,1
Rv0678,Rv2493,1
Rv0678,Rv2494,1
Rv0678,Rv2516c,1
Rv0678,Rv2517c,1
Rv0678,Rv2525c,1
Rv0678,Rv2530A,1
Rv0678,Rv2530c,1
Rv0678,Rv2531c,1
Rv0678,Rv2560,1
Rv0678,Rv2638,1
Rv0678,Rv2645,1
Rv0678,Rv2646,1
Rv0678,Rv2660c,1
Rv0678,Rv2661c,1
Rv0678,Rv2663,1
Rv0678,Rv2664,1
Rv0678,Rv2665,1
Rv0678,Rv2666,1
Rv0678,Rv2667,1
Rv0678,Rv2675c,1
Rv0678,Rv2676c,1
Rv0678,Rv2677c,1
Rv0678,Rv2678c,1
Rv0678,Rv2699c,1
Rv0678,Rv2705c,1
Rv0678,Rv2706c,1
Rv0678,Rv2707,1
Rv0678,Rv2729c,1
Rv0678,Rv2730,1
Rv0678,Rv2731,1
Rv0678,Rv2768c,1
Rv0678,Rv2769c,1
Rv0678,Rv2778c,1
Rv0678,Rv2779c,1
Rv0678,Rv2780,1
Rv0678,Rv2787,1
Rv0678,Rv2796c,1
Rv0678,Rv2797c,1
Rv0678,Rv2798c,1
Rv0678,Rv2799,1
Rv0678,Rv2800,1
Rv0678,Rv2802c,1
Rv0678,Rv2803,1
Rv0678,Rv2826c,1
Rv0678,Rv2827c,1
Rv0678,Rv2846c,1
Rv0678,Rv2847c,1
Rv0678,Rv2875,1
Rv0678,Rv2884,1
Rv0678,Rv2891,1
Rv0678,Rv2904c,1
Rv0678,Rv2905,1
Rv0678,Rv2939,1
Rv0678,Rv2946c,1
Rv0678,Rv2947c,1
Rv0678,Rv2948c,1
Rv0678,Rv2949c,1
Rv0678,Rv2950c,1
Rv0678,Rv2956,1
Rv0678,Rv2957,1
Rv0678,Rv2972c,1
Rv0678,Rv2973c,1
Rv0678,Rv2974c,1
Rv0678,Rv2975c,1
Rv0678,Rv2995c,1
Rv0678,Rv2996c,1
Rv0678,Rv2997,1
Rv0678,Rv3019c,1
Rv0678,Rv3020c,1
Rv0678,Rv3022c,1
Rv0678,Rv3023c,1
Rv0678,Rv3028c,1
Rv0678,Rv3029c,1
Rv0678,Rv3046c,1
Rv0678,Rv3051c,1
Rv0678,Rv3065,1
Rv0678,Rv3066,1
Rv0678,Rv3096,1
Rv0678,Rv3115,1
Rv0678,Rv3139,1
Rv0678,Rv3140,1
Rv0678,Rv3142c,1
Rv0678,Rv3143,1
Rv0678,Rv3152,1
Rv0678,Rv3153,1
Rv0678,Rv3154,1
Rv0678,Rv3155,1
Rv0678,Rv3156,1
Rv0678,Rv3157,1
Rv0678,Rv3158,1
Rv0678,Rv3160c,1
Rv0678,Rv3161c,1
Rv0678,Rv3195,1
Rv0678,Rv3196,1
Rv0678,Rv3216,1
Rv0678,Rv3240c,1
Rv0678,Rv3248c,1
Rv0678,Rv3249c,1
Rv0678,Rv3250c,1
Rv0678,Rv3251c,1
Rv0678,Rv3252c,1
Rv0678,Rv3253c,1
Rv0678,Rv3254,1
Rv0678,Rv3272,1
Rv0678,Rv3273,1
Rv0678,Rv3274c,1
Rv0678,Rv3275c,1
Rv0678,Rv3276c,1
Rv0678,Rv3285,1
Rv0678,Rv3298c,1
Rv0678,Rv3299c,1
Rv0678,Rv3300c,1
Rv0678,Rv3301c,1
Rv0678,Rv3335c,1
Rv0678,Rv3336c,1
Rv0678,Rv3346c,1
Rv0678,Rv3353c,1
Rv0678,Rv3354,1
Rv0678,Rv3388,1
Rv0678,Rv3410c,1
Rv0678,Rv3411c,1
Rv0678,Rv3489,1
Rv0678,Rv3490,1
Rv0678,Rv3502c,1
Rv0678,Rv3503c,1
Rv0678,Rv3504,1
Rv0678,Rv3505,1
Rv0678,Rv3526,1
Rv0678,Rv3527,1
Rv0678,Rv3539,1
Rv0678,Rv3566c,1
Rv0678,Rv3567c,1
Rv0678,Rv3568c,1
Rv0678,Rv3569c,1
Rv0678,Rv3570c,1
Rv0678,Rv3571,1
Rv0678,Rv3572,1
Rv0678,Rv3597c,1
Rv0678,Rv3598c,1
Rv0678,Rv3599c,1
Rv0678,Rv3600c,1
Rv0678,Rv3601c,1
Rv0678,Rv3602c,1
Rv0678,Rv3603c,1
Rv0678,Rv3660c,1
Rv0678,Rv3661,1
Rv0678,Rv3673c,1
Rv0678,Rv3674c,1
Rv0678,Rv3675,1
Rv0678,Rv3676,1
Rv0678,Rv3681c,1
Rv0678,Rv3706c,1
Rv0678,Rv3714c,1
Rv0678,Rv3715c,1
Rv0678,Rv3716c,1
Rv0678,Rv3717,1
Rv0678,Rv3728,1
Rv0678,Rv3733c,1
Rv0678,Rv3734c,1
Rv0678,Rv3738c,1
Rv0678,Rv3750c,1
Rv0678,Rv3755c,1
Rv0678,Rv3756c,1
Rv0678,Rv3757c,1
Rv0678,Rv3758c,1
Rv0678,Rv3759c,1
Rv0678,Rv3760,1
Rv0678,Rv3798,1
Rv0678,Rv3799c,1
Rv0678,Rv3800c,1
Rv0678,Rv3801c,1
Rv0678,Rv3811,1
Rv0678,Rv3852,1
Rv0678,Rv3853,1
Rv0678,Rv3874,1
Rv0678,Rv3875,1
Rv0678,Rv3876,1
Rv0678,Rv3877,1
Rv0678,Rv3882c,1
Rv0678,Rv3883c,1
Rv0681,Rv3529c,1
Rv0681,Rv3530c,1
Rv0681,Rv3531c,1
Rv0681,Rv3532,1
Rv0681,Rv3540c,1
Rv0681,Rv3541c,1
Rv0681,Rv3542c,1
Rv0681,Rv3543c,1
Rv0681,Rv3544c,1
Rv0681,Rv3545c,1
Rv0681,Rv3546,1
Rv0681,Rv3566c,1
Rv0681,Rv3567c,1
Rv0681,Rv3568c,1
Rv0681,Rv3569c,1
Rv0681,Rv3570c,1
Rv0681,Rv3571,1
Rv0681,Rv3572,1
Rv0691c,Rv0014c,1
Rv0691c,Rv0015c,1
Rv0691c,Rv0016c,1
Rv0691c,Rv0017c,1
Rv0691c,Rv0018c,1
Rv0691c,Rv0069c,1
Rv0691c,Rv0070c,1
Rv0691c,Rv0071,1
Rv0691c,Rv0180c,1
Rv0691c,Rv0181c,1
Rv0691c,Rv0182c,1
Rv0691c,Rv0223c,1
Rv0691c,Rv0232,1
Rv0691c,Rv0233,1
Rv0691c,Rv0244c,1
Rv0691c,Rv0245,1
Rv0691c,Rv0337c,1
Rv0691c,Rv0338c,1
Rv0691c,Rv0350,1
Rv0691c,Rv0351,1
Rv0691c,Rv0352,1
Rv0691c,Rv0353,1
Rv0691c,Rv0381c,1
Rv0691c,Rv0382c,1
Rv0691c,Rv0395,1
Rv0691c,Rv0396,1
Rv0691c,Rv0441c,1
Rv0691c,Rv0442c,1
Rv0691c,Rv0454,1
Rv0691c,Rv0460,1
Rv0691c,Rv0461,1
Rv0691c,Rv0462,1
Rv0691c,Rv0463,1
Rv0691c,Rv0479c,1
Rv0691c,Rv0480c,1
Rv0691c,Rv0484c,1
Rv0691c,Rv0532,1
Rv0691c,Rv0563,1
Rv0691c,Rv0634B,1
Rv0691c,Rv0642c,1
Rv0691c,Rv0659c,1
Rv0691c,Rv0660c,1
Rv0691c,Rv0690c,1
Rv0691c,Rv0691c,1
Rv0691c,Rv0692,1
Rv0691c,Rv0693,1
Rv0691c,Rv0694,1
Rv0691c,Rv0711,1
Rv0691c,Rv0718,1
Rv0691c,Rv0719,1
Rv0691c,Rv0720,1
Rv0691c,Rv0721,1
Rv0691c,Rv0722,1
Rv0691c,Rv0723,1
Rv0691c,Rv0724,1
Rv0691c,Rv0750,1
Rv0691c,Rv0798c,1
Rv0691c,Rv0799c,1
Rv0691c,Rv0822c,1
Rv0691c,Rv0874c,1
Rv0691c,Rv0890c,1
Rv0691c,Rv0891c,1
Rv0691c,Rv0951,1
Rv0691c,Rv0952,1
Rv0691c,Rv0983,1
Rv0691c,Rv0984,1
Rv0691c,Rv0991c,1
Rv0691c,Rv1000c,1
Rv0691c,Rv1001,1
Rv0691c,Rv1007c,1
Rv0691c,Rv1008,1
Rv0691c,Rv1080c,1
Rv0691c,Rv1089A,1
Rv0691c,Rv1090,1
Rv0691c,Rv1153c,1
Rv0691c,Rv1154c,1
Rv0691c,Rv1192,1
Rv0691c,Rv1193,1
Rv0691c,Rv1194c,1
Rv0691c,Rv1223,1
Rv0691c,Rv1224,1
Rv0691c,Rv1265,1
Rv0691c,Rv1267c,1
Rv0691c,Rv1319c,1
Rv0691c,Rv1320c,1
Rv0691c,Rv1329c,1
Rv0691c,Rv1330c,1
Rv0691c,Rv1406,1
Rv0691c,Rv1407,1
Rv0691c,Rv1408,1
Rv0691c,Rv1409,1
Rv0691c,Rv1435c,1
Rv0691c,Rv1451,1
Rv0691c,Rv1456c,1
Rv0691c,Rv1460,1
Rv0691c,Rv1461,1
Rv0691c,Rv1462,1
Rv0691c,Rv1463,1
Rv0691c,Rv1464,1
Rv0691c,Rv1465,1
Rv0691c,Rv1466,1
Rv0691c,Rv1479,1
Rv0691c,Rv1480,1
Rv0691c,Rv1481,1
Rv0691c,Rv1492,1
Rv0691c,Rv1493,1
Rv0691c,Rv1494,1
Rv0691c,Rv1495,1
Rv0691c,Rv1496,1
Rv0691c,Rv1503c,1
Rv0691c,Rv1504c,1
Rv0691c,Rv1646,1
Rv0691c,Rv1699,1
Rv0691c,Rv1700,1
Rv0691c,Rv1701,1
Rv0691c,Rv1765A,1
Rv0691c,Rv1766,1
Rv0691c,Rv1780,1
Rv0691c,Rv1795,1
Rv0691c,Rv1796,1
Rv0691c,Rv1797,1
Rv0691c,Rv1798,1
Rv0691c,Rv1818c,1
Rv0691c,Rv1819c,1
Rv0691c,Rv1820,1
Rv0691c,Rv1821,1
Rv0691c,Rv1827,1
Rv0691c,Rv1828,1
Rv0691c,Rv1868,1
Rv0691c,Rv1871c,1
Rv0691c,Rv1872c,1
Rv0691c,Rv1873,1
Rv0691c,Rv1882c,1
Rv0691c,Rv1883c,1
Rv0691c,Rv1884c,1
Rv0691c,Rv1885c,1
Rv0691c,Rv1886c,1
Rv0691c,Rv1964,1
Rv0691c,Rv1965,1
Rv0691c,Rv1966,1
Rv0691c,Rv1967,1
Rv0691c,Rv1968,1
Rv0691c,Rv1969,1
Rv0691c,Rv1970,1
Rv0691c,Rv1971,1
Rv0691c,Rv1972,1
Rv0691c,Rv1973,1
Rv0691c,Rv1974,1
Rv0691c,Rv1975,1
Rv0691c,Rv1990A,1
Rv0691c,Rv2045c,1
Rv0691c,Rv2046,1
Rv0691c,Rv2059,1
Rv0691c,Rv2060,1
Rv0691c,Rv2082,1
Rv0691c,Rv2083,1
Rv0691c,Rv2084,1
Rv0691c,Rv2118c,1
Rv0691c,Rv2143,1
Rv0691c,Rv2144c,1
Rv0691c,Rv2226,1
Rv0691c,Rv2287,1
Rv0691c,Rv2288,1
Rv0691c,Rv2289,1
Rv0691c,Rv2300c,1
Rv0691c,Rv2330c,1
Rv0691c,Rv2331,1
Rv0691c,Rv2331A,1
Rv0691c,Rv2332,1
Rv0691c,Rv2409c,1
Rv0691c,Rv2410c,1
Rv0691c,Rv2411c,1
Rv0691c,Rv2445c,1
Rv0691c,Rv2470,1
Rv0691c,Rv2471,1
Rv0691c,Rv2565,1
Rv0691c,Rv2566,1
Rv0691c,Rv2567,1
Rv0691c,Rv2700,1
Rv0691c,Rv2724c,1
Rv0691c,Rv2777c,1
Rv0691c,Rv2778c,1
Rv0691c,Rv2779c,1
Rv0691c,Rv2840c,1
Rv0691c,Rv2862c,1
Rv0691c,Rv2884,1
Rv0691c,Rv3005c,1
Rv0691c,Rv3037c,1
Rv0691c,Rv3052c,1
Rv0691c,Rv3053c,1
Rv0691c,Rv3110,1
Rv0691c,Rv3111,1
Rv0691c,Rv3112,1
Rv0691c,Rv3152,1
Rv0691c,Rv3153,1
Rv0691c,Rv3154,1
Rv0691c,Rv3155,1
Rv0691c,Rv3156,1
Rv0691c,Rv3157,1
Rv0691c,Rv3158,1
Rv0691c,Rv3208A,1
Rv0691c,Rv3209,1
Rv0691c,Rv3231c,1
Rv0691c,Rv3232c,1
Rv0691c,Rv3233c,1
Rv0691c,Rv3234c,1
Rv0691c,Rv3441c,1
Rv0691c,Rv3461c,1
Rv0691c,Rv3462c,1
Rv0691c,Rv3492c,1
Rv0691c,Rv3493c,1
Rv0691c,Rv3494c,1
Rv0691c,Rv3495c,1
Rv0691c,Rv3496c,1
Rv0691c,Rv3497c,1
Rv0691c,Rv3498c,1
Rv0691c,Rv3499c,1
Rv0691c,Rv3500c,1
Rv0691c,Rv3501c,1
Rv0691c,Rv3529c,1
Rv0691c,Rv3530c,1
Rv0691c,Rv3531c,1
Rv0691c,Rv3598c,1
Rv0691c,Rv3599c,1
Rv0691c,Rv3600c,1
Rv0691c,Rv3601c,1
Rv0691c,Rv3602c,1
Rv0691c,Rv3603c,1
Rv0691c,Rv3616c,1
Rv0691c,Rv3678c,1
Rv0691c,Rv3679,1
Rv0691c,Rv3680,1
Rv0691c,Rv3747,1
Rv0691c,Rv3803c,1
Rv0691c,Rv3812,1
Rv0691c,Rv3856c,1
Rv0691c,Rv3857c,1
Rv0691c,Rv3865,1
Rv0691c,Rv3866,1
Rv0691c,Rv3867,1
Rv0691c,Rv3868,1
Rv0691c,Rv3869,1
Rv0691c,Rv3870,1
Rv0691c,Rv3872,1
Rv0691c,Rv3873,1
Rv0691c,Rv3880c,1
Rv0691c,Rv3881c,1
Rv0691c,Rv3894c,1
Rv0691c,Rv3895c,1
Rv0691c,Rv3896c,1
Rv0691c,Rv3908,1
Rv0691c,Rv3909,1
Rv0691c,Rv3910,1
Rv0691c,Rv3911,1
Rv0691c,Rv3912,1
Rv0691c,Rv3917c,1
Rv0691c,Rv3918c,1
Rv0691c,Rv3919c,1
Rv0735,Rv0991c,1
Rv0735,Rv1470,1
Rv0735,Rv1471,1
Rv0735,Rv1472,1
Rv0735,Rv1473,1
Rv0735,Rv1528c,1
Rv0735,Rv2204c,1
Rv0735,Rv2205c,1
Rv0735,Rv2466c,1
Rv0735,Rv2467,1
Rv0735,Rv3116,1
Rv0735,Rv3117,1
Rv0735,Rv3118,1
Rv0735,Rv3119,1
Rv0735,Rv3120,1
Rv0757,Rv0014c,1
Rv0757,Rv0015c,1
Rv0757,Rv0016c,1
Rv0757,Rv0017c,1
Rv0757,Rv0018c,1
Rv0757,Rv0026,1
Rv0757,Rv0032,1
Rv0757,Rv0033,1
Rv0757,Rv0034,1
Rv0757,Rv0035,1
Rv0757,Rv0055,1
Rv0757,Rv0056,1
Rv0757,Rv0057,1
Rv0757,Rv0058,1
Rv0757,Rv0112,1
Rv0757,Rv0113,1
Rv0757,Rv0114,1
Rv0757,Rv0115,1
Rv0757,Rv0167,1
Rv0757,Rv0168,1
Rv0757,Rv0169,1
Rv0757,Rv0170,1
Rv0757,Rv0171,1
Rv0757,Rv0172,1
Rv0757,Rv0173,1
Rv0757,Rv0174,1
Rv0757,Rv0175,1
Rv0757,Rv0176,1
Rv0757,Rv0177,1
Rv0757,Rv0178,1
Rv0757,Rv0207c,1
Rv0757,Rv0208c,1
Rv0757,Rv0211,1
Rv0757,Rv0229c,1
Rv0757,Rv0230c,1
Rv0757,Rv0251c,1
Rv0757,Rv0252,1
Rv0757,Rv0253,1
Rv0757,Rv0454,1
Rv0757,Rv0456A,1
Rv0757,Rv0672,1
Rv0757,Rv0673,1
Rv0757,Rv0674,1
Rv0757,Rv0675,1
Rv0757,Rv0757,1
Rv0757,Rv0789c,1
Rv0757,Rv0790c,1
Rv0757,Rv0791c,1
Rv0757,Rv0792c,1
Rv0757,Rv0821c,1
Rv0757,Rv1013,1
Rv0757,Rv1102c,1
Rv0757,Rv1103c,1
Rv0757,Rv1104,1
Rv0757,Rv1116,1
Rv0757,Rv1180,1
Rv0757,Rv1184c,1
Rv0757,Rv1302,1
Rv0757,Rv1388,1
Rv0757,Rv1392,1
Rv0757,Rv1470,1
Rv0757,Rv1471,1
Rv0757,Rv1472,1
Rv0757,Rv1473,1
Rv0757,Rv1517,1
Rv0757,Rv1518,1
Rv0757,Rv1519,1
Rv0757,Rv1520,1
Rv0757,Rv1535,1
Rv0757,Rv1647,1
Rv0757,Rv1648,1
Rv0757,Rv1793,1
Rv0757,Rv2124c,1
Rv0757,Rv2135c,1
Rv0757,Rv2136c,1
Rv0757,Rv2137c,1
Rv0757,Rv2138,1
Rv0757,Rv2145c,1
Rv0757,Rv2243,1
Rv0757,Rv2287,1
Rv0757,Rv2288,1
Rv0757,Rv2289,1
Rv0757,Rv2307B,1
Rv0757,Rv2330c,1
Rv0757,Rv2331,1
Rv0757,Rv2331A,1
Rv0757,Rv2332,1
Rv0757,Rv2340c,1
Rv0757,Rv2376c,1
Rv0757,Rv2389c,1
Rv0757,Rv2390c,1
Rv0757,Rv2391,1
Rv0757,Rv2392,1
Rv0757,Rv2393,1
Rv0757,Rv2394,1
Rv0757,Rv2460c,1
Rv0757,Rv2461c,1
Rv0757,Rv2579,1
Rv0757,Rv2580c,1
Rv0757,Rv2581c,1
Rv0757,Rv2582,1
Rv0757,Rv2583c,1
Rv0757,Rv2584c,1
Rv0757,Rv2590,1
Rv0757,Rv2633c,1
Rv0757,Rv2710,1
Rv0757,Rv2768c,1
Rv0757,Rv2769c,1
Rv0757,Rv2778c,1
Rv0757,Rv2779c,1
Rv0757,Rv2780,1
